file name,entityType,college,year,sitting,question,content,passRate,EC_extraCredit,EC_expectedDomains,EC_errorsCommon,learningOutcomes,lo,resources,exam,file links,file path
AP09B08,SAQ,ANZCA,2009,B,8,Mean arterial blood pressure has been measured in two groups of patients one hour after the administration of either a placebo or an antihypertensive drug.  Explain how these data could be analysed.,35,"Marks were also given if candidates discussed other ways of organising data to allow evaluation by other types of statistical tests e.g. categorical by conversion of blood pressure measurements into discreet categories, Note that all such information was not given with the blood pressure readings allowing candidates to discuss different contingencies and different tests which may be used. Mentioning characteristics such as independent measurement, normal distribution, similarity of variances, number of observations etc., f) The creation of and use of confidence intervals to indicate clinical significance.","This question examined basic knowledge regarding the ways in which data from two groups of subjects is evaluated and then compared using statistical testing., The question required that candidates apply their knowledge, a) Discussions regarding the determination of a hypothesis and its relation to the aim of the research: to disprove the null hypothesis (of no difference between groups)which indicates that the medication may influence blood pressure in a significant way., b) Detailed characterization of the data into numerical, ratio, discrete or continuous depending on how it was measured, its distribution and ways of analysing the data if its distribution were not clear on first evaluation., c) Attempts to identify study and data characteristics in the best way possible to select most accurate test to evaluate hypothesis., d) Finally the tests which could be used to evaluate the data as well as their specific characteristics : Students –T for parametric, Mann Whitney U and Wilcoxon signed ranks for non-parametric., e) A brief description of the way the test was evaluated and the conclusions drawn from the result.","The most common mistakes involved misinterpretation of the question with detailed discussion of conduct of randomized controlled trials, power analysis, and use of contingency tables to determine specificity and sensitivity., Lack of application of knowledge to the specific example of the blood pressure readings was also a common characteristic of many answers.",,,,PEX,,SAQ/ANZCA SAQ/A.P.09.B.SAQ/AP09B08.md
AP01B09,SAQ,ANZCA,2001,B,9,"What do you understand by the term “clearance”. Using propofol as an example, explain briefly the importance of clearance.",77,"Propofol is a general anaesthetic agent with a high clearance (30ml.kg-1.min-1 ). This is in fact greater than liver blood flow suggesting extra-hepatic sites of elimination. Whilst redistribution is important in drug offset in bolus doses, clearance becomes increasingly relevant with infusions. Clearance is also important in determining steady state infusion rates. Most candidates understood these concepts. Equations were a time efficient method of explaining concepts however this occasionally led to confusion. For example volume of distribution and clearance are independent variables and in effect the half life is a proportionality constant. Answers of a higher standard mentioned context-sensitive half time, compartment model infusion regimens and compared propofol to thiopentone.",It was expected that candidates should provide a definition of clearance including units. Some mention of total body clearance being the sum of individual organ clearances was also expected.,"The most common mistakes made were to define the elimination rate rather than clearance and/or not to provide units. Some candidates entered into erudite discussion of renal clearance, which was more a discussion of renal physiology than drug pharmacology.",,,,PEX,,SAQ/ANZCA SAQ/A.P.01.B.SAQ/AP01B09.md
CP16B06,SAQ,CICM,2016,B,6,Describe the factors that affect airways resistance.,47,"Candidates who used a structured approach of using formulae that describe resistance fluid flow scored well., Poiseuille’s law describes the determinates of resistance to laminar fluid flow and provides a useful answer structure.",,The most common mistakes were confusion between resistance and compliance as well as failure to describe turbulent as well as laminar flow.,,,,PEX,,SAQ/CICM SAQ/C.P.16.B.SAQ/CP16B06.md
AP20B04,SAQ,ANZCA,2020,B,4,Describe the physiological mechanisms by which the renal collecting duct is able to produce both dilute and concentrated urine.,88,Credit was given for other relevant correct material.,"The major domains assessed in this question were: • the mechanisms that result in presentation of a hypotonic filtrate to the collecting duct • the role of antidiuretic hormone (ADH) in the collecting duct, including control mechanisms • the role of medullary tonicity in the movement of water, Candidates who scored well addressed the 3 major domains being assessed and related each back to their role in formation of dilute and concentrated urine by the collecting duct.","The most common problem was not considering the mechanisms involved in the two scenarios posed by the question – production of both a dilute and concentrated urine., Other problems encountered included: • focussing on the formation and maintenance of the medullary solute gradient without relating it to the question • not understanding the role of ADH as the dominant mechanism for control of water movement in the collecting duct • not understanding how the production of ADH is controlled • the majority of diagrams did not add to the written answer",,,,PEX,,SAQ/ANZCA SAQ/A.P.20.B.SAQ/AP20B04.md
AP20A07,SAQ,ANZCA,2020,A,7,Describe the washout of desflurane from a patient following six hours of general anaesthesia. Draw a graph to illustrate the description.,85,,"The major domains assessed in this question were: A description of the shape of the washout curve, Factors which would affect the time course of washout and A graph illustrating the description.","The most common problem was that the graph did not illustrate the description., It is important to give some idea of the time course of the washout and to indicate in some way that the washout is some form of exponential decay., Marking important points on the graph make it easier to illustrate the description., Other common issues were using the blood gas partition coefficient to explain tissue solubility or to say that low lipid solubility leads to a slow tissue washin but a fast washout.",,,,PEX,,SAQ/ANZCA SAQ/A.P.20.A.SAQ/AP20A07.md
AP10B09,SAQ,ANZCA,2010,B,9,Describe the factors that affect respiratory system compliance.,31,"Additional marks were awarded for more detail on static and dynamic compliance, compliance at high and low lung volumes and changes in compliance seen from the top to the bottom of the lung in the erect position.","A definition of compliance followed by a statement of the types of compliance along with normal values for these would have completed a good introduction. A compliance graph with an explanation of the importance of surfactant and how it acts to reduce compliance followed by simple statements as to compliance changes related to: a) lung factors: aging, posture, changes in pulmonary blood volume, airways resistance, emphysema, lung fibrosis, and b) chest wall factors: obesity, scarring, fractures as well as compliance changes occurring during anaesthesia would have rounded out a good answer.","The most common reason for not passing this question was because of a paucity of information provided. Additionally, there were frequent errors as to the effect of some of the above factors on compliance, in particular, the effect of age and the effect of emphysema. Complex and detailed discussions regarding the interactions between chest wall and lung compliance were only minimally rewarded.",,,,PEX,,SAQ/ANZCA SAQ/A.P.10.B.SAQ/AP10B09.md
CP23A10,SAQ,CICM,2023,A,10,"(a) Describe the pharmacology of salbutamol (70% of Marks), (b) including the principles and efficacy of methods of delivery (30% of Marks).",20,,"pharmaceutics, pharmacokinetics, pharmacodynamics, delivery devices, Importance of particle size and drug delivery, patient compliance, the effect of a spacer and systemic effects of different routes of administration.","The most common reason for not passing this question was providing vague statements without explanation or the specific information required., Whilst some candidates did make reference to this it lacked the detail required to demonstrate that they understood the concepts.",,,,PEX,,SAQ/CICM SAQ/C.P.23.A.SAQ/CP23A10.md
AB11B12,SAQ,ANZCA,2011,B,12,"Outline the similarities and differences between myoglobin and adult haemoglobin, explaining the physiological relevance of the differences.",24,"Some candidates used a tabular format, others an essay format to answer this question. Both were equally effective strategies., An answer offering more detail about the environments these proteins function in was awarded with further marks., Additional credit was given for answers that explored the buffering and nephrotoxicity of these proteins.","A brief description of the structure and location of these proteins, their respective dissociation curves and P50’s with a simple overview of the function of each of these proteins would round out a good answer.","The most common reason for not passing this question was simply because not enough relevant content was included., Many candidates spent a lot of time describing in detail the process of buffering and the process of oxygen binding. This detail was not asked for and only received a few marks., The P50 given for myoglobin was frequently incorrect and many answers indicated that myoglobin WAS NOT a haeme containing protein., There was also a misconception in the minds of many that both haemoglobin and myoglobin bound four oxygen molecules., No answer mentioned that myoglobin is located in cardiac muscle in addition to skeletal muscle.",,,,PEX,,SAQ/ANZCA SAQ/A.P.11.B.SAQ/AB11B12.md
AP13B08,SAQ,ANZCA,2013,B,8,Describe the effects of resonance and damping on an invasive arterial blood pressure tracing.,30,"Better answers demonstrated a methodical approach to the question, had accurate drawings and were factually correct.","A brief description of an invasive arterial blood pressure measurement system followed by a definition of resonance and a definition of damping allowed for better structuring of answers., What was required after that was a slightly more detailed description of why resonance could be an issue and how it is engineered out of the measurement system., A discussion of the range of values for damping that could apply to a system and what those values mean, followed by an appreciation of critical and optimal damping would round out a good answer.","The most common reason for not passing this question was simply being too brief and not including enough of the elements that were expected in an answer to this question., Repetition of material was present in many answers but was not rewarded with additional credit., More than a few answers confused critical and optimal damping with the range of values given for optimal damping falling between 0.33 and 0.8.",,,,PEX,,SAQ/ANZCA SAQ/A.P.13.B.SAQ/AP13B08.md
AB12B11,SAQ,ANZCA,2012,B,11,Outline the important features of the lymphatic circulation.,10,"Additional marks were available to candidates who included some of the less obvious but important functions of the lymphatic system such as the return of protein to the circulation, the presentation of antigen presenting cells to the lymph nodes and the role in the formation of a concentrated urine by removing the protein rich ISF in the medulla allowing water to enter the vasa recta thus allowing maintenance of the osmotic gradient., The better answers demonstrated a sound underlying structure (such as above) and this resulted in those candidates able to include many of the points required for a good answer.","A useful strategy for answering this question could have seen a two sentence introduction overviewing the role of the lymphatics in the body followed by paragraphs on the structure/anatomy, composition, principal functions of the lymphatics and a brief overview of factors that would see an increase in lymph formation.","The most common reason for not passing this question was simply not including enough material in the answer., Many candidates’ answers were far too brief and thus did not cover the topic broadly enough to gain a pass., Repetition of information was present in many answers but this was not rewarded with additional credit.",,,,PEX,,SAQ/ANZCA SAQ/A.P.12.B.SAQ/AB12B11.md
AP07B12,SAQ,ANZCA,2007,B,12,Outline the mechanisms by which the kidney maintains potassium homeostasis.,25,Additional marks were allocated for more detail on the actual cellular mechanisms for secretion and the cellular processes that are influenced by aldosterone.,Main points expected for a pass included an outline of how potassium is handled as the glomerular filtrate passes along the nephron and a brief appreciation of the mechanisms of secretion and reabsorption of potassium.,"The most common reason for not passing this question was the lack of any structure and a paucity of relevant information., Very few candidates appreciated that reabsorption of potassium is fixed and that altering potassium secretion is the regulatory process., Credit was not given for elaborate discussions of the determinates of glomerular filtration or for detailed descriptions of the systemic control of aldosterone secretion.",,,,PEX,,SAQ/ANZCA SAQ/A.P.07.B.SAQ/AP07B12.md
AC13C12,SAQ,ANZCA,2013,C,12,Briefly explain the cardiovascular responses to central neuraxial blockade.,56,"Additional credit was awarded to answers that recognised that the level of block is important in determining the extent of the cardiovascular responses and gave examples of the likely responses for various levels of block (Sacral, lumbar, low thoracic, high thoracic)., All the better answers had an obvious structure to them that seemed to result in a more complete discussion of the question., Only one answer included a discussion of the likely magnitude of change in the SVR, heart rate and other responses.","A definition of Neuraxial block and some statement as to the important nerves blocked (α1 and β) followed by a structured discussion of the impacts on the venous system, arterial system, cardiac output and heart rate would receive a good pass.","The most frequent reason for not gaining a pass mark was including only a limited subset of the likely cardiovascular responses with scant explanation of those responses., A discussion of the sympathetic nervous system and of the Renin-Angiotensin-Aldosterone system was not asked for and received no marks., Information that was repeated did not receive double credit.",,,,PEX,,SAQ/ANZCA SAQ/A.P.13..SAQ/AC13C12.md
AP13A12,SAQ,ANZCA,2013,A,12,Briefly explain the cardiovascular responses to central neuraxial blockade.,38,"Additional credit was awarded to answers that recognised that the level of block is important in determining the extent of the cardiovascular responses and gave examples of the likely responses for various levels of block (Sacral, lumbar, low thoracic, high thoracic)., All the better answers had an obvious structure to them that seemed to result in a more complete discussion of the question., Only one answer included a discussion of the likely magnitude of change in the SVR, heart rate and other responses.","A definition of Neuraxial block and some statement as to the important nerves blocked (α1 and β) followed by a structured discussion of the impacts on the venous system, arterial system, cardiac output and heart rate would receive a good pass.","The most frequent reason for not gaining a pass mark was including only a limited subset of the likely cardiovascular responses with scant explanation of those responses., A discussion of the sympathetic nervous system and of the Renin-Angiotensin-Aldosterone system was not asked for and received no marks., Information that was repeated did not receive double credit.",,,,PEX,,SAQ/ANZCA SAQ/A.P.13.A.SAQ/AP13A12.md
CP20B16,SAQ,CICM,2020,B,16,Describe the formation of gastric acid (50% marks) and the regulation of gastric acid secretion (50% marks).,26,The is question was divided into two sections offering equal marks.,"The first section required a description of the generation and transport of both H+ and Cl- into the stomach lumen by the parietal cell., The contributions of basolateral and luminal ion channels, the role of carbonic anhydrase and accurate description of the net flux was expected for full marks., The second section required comments on the roles of neural and endocrine regulation., Increased acid secretion via acetylcholine (via muscarinic M3), histamine (via H2) and gastrin were expected as was reduced secretion via secretin and somatostatin., Better responses were able to combine and integrate these into cephalic, gastric, and intestinal phases.",The nature and function of other gastric secretions and the role of pharmacologic agents was not asked for and therefore not awarded any marks.,,,,PEX,,SAQ/CICM SAQ/C.P.20.B.SAQ/CP20B16.md
CP08A20,SAQ,CICM,2008,A,20,What are the strengths and weaknesses of the randomised control trial study design?,33,"Additional marks were awarded for discussion of blinding, prospective design, “efficacy versus effectiveness” trials, applicability and ethical considerations., Definition of Type I and Type II errors and the relative merits of this study design in avoiding these errors required more detailed discussion.","This question would best be answered by listing the relative merits and drawbacks of the study design, with elaboration on the subjects of treatment allocation, randomisation to eliminate selection bias, the need for adequate sample size to achieve power and a discussion of the logistics of conducting multi-centre trials.",The need for “equipoise” as a pre-requisite for randomisation in a clinical trial was not discussed by candidates.,,"[[EBM 2.b, d, e;]]","Statistical Methods for Anaesthesia and Intensive Care (Chapter 4), Myles and Gin.",PEX,"[[EBM 2.b, d, e;|EBM 2.b, d, e;]]",SAQ/CICM SAQ/C.P.08.A.SAQ/CP08A20.md
AP09B10,SAQ,ANZCA,2009,B,10,Compare and contrast the neonatal respiratory system with the adult.,36,"Differences and similarities are both absolute (neonates are small) and relative (values indexed to weight or FRC)., Mention of clinical implications gained extra marks., Well organised answers were frequently in a table form.",This is a wide ranging question concerning many aspects of respiratory physiology:- physiologically relevant anatomy; ventilation and gas exchange; lung volumes; mechanics of breathing; pulmonary circulation; control of breathing; and haemoglobin.,"The neonatal period is from 0-28 days and this question predominantly concerned term neonates., This is not a question about the transition from intra- to extrauterine life nor is it a question about the pathophysiology of prematurity., The low pass rate resulted from most candidates not producing enough relevant detail in each of these areas.",,,,PEX,,SAQ/ANZCA SAQ/A.P.09.B.SAQ/AP09B10.md
AP23A09,SAQ,ANZCA,2023,A,9,a) Briefly outline the principles of arterial blood pressure measurement using an automated oscillometric non-invasive monitor. b) Briefly outline the potential sources of error with this device.,71,More detail,"How an automated oscillometric non-invasive blood pressure monitor works (including how systolic, mean, and diastolic pressures are measured or calculated)., Sources of error","the NIBP transducer is not in the cuff, confusion about the impact of an incorrectly sized cuff, listing sources of error with no explanation",,,,PEX,,SAQ/ANZCA SAQ/A.P.23.A.SAQ/AP23A09.md
AP24B06,SAQ,ANZCA,2024,B,6,Explain the ABO compatibility requirements for fresh frozen plasma (FFP).,42,more detail,"understanding the ABO blood groups, with correct description and location of the antigens and antibodies, understanding the basis of group-compatible FFP transfusions","the operational verb in this question is “explain”, which means to “make plain, interpret, or account for in detail” – many answers fell short of this level, as evidenced by the number of answers scoring a 2, reproducing a compatibility table, without explanation, was not enough to pass, confusion about the location of antigens and antibodies, or using these terms interchangeably, discussing the Rhesus blood group, A significant number of candidates had no understanding, or incorrect understanding, of the physiological basis of the ABO blood groups in relation to the compatibility of plasma. It is likely that these candidates had narrowly focused their study on the previously asked SAQ on O negative red cells, without properly understanding the whole topic of transfusion physiology. The implications for patient safety are obvious.",,"[[BT_PO 1.115]], [[BT_RT 1.7]], [[BT_PO 1.116]]",,PEX,"[[BT_PO 1.115|BT_PO 1.115]], [[BT_RT 1.7|BT_RT 1.7]], [[BT_PO 1.116|BT_PO 1.116]]",SAQ/ANZCA SAQ/A.P.24.B.SAQ/AP24B06.md
CP21B08,SAQ,CICM,2021,B,8,Describe the anatomy of the internal jugular vein including surface anatomy landmarks relevant to central venous line insertion.,38,,,"The overall pass rate for this question was poor considering how relevant this area of anatomy is in our daily practice. Better scoring answers used a template including a general description, origin, course and relations, tributaries and as requested in this question, the surface anatomy. Many answers that scored poorly only provided the briefest detail, were vague in their descriptions and incorrect with respect to the facts presented or imprecise with respect to the terminology used.",,,,PEX,,SAQ/CICM SAQ/C.P.21.B.SAQ/CP21B08.md
CP15B08,SAQ,CICM,2015,B,8,Compare and contrast the physiological changes in the cardiovascular system in pregnancy at term and morbid obesity (BMI > 30).,2,"better answers identified this., Morbid obesity has a specific definition and stating this aided focus of the answers.","The question was very specific for the cardiovascular system and therefore answers that described respiratory changes and airway modulation failed to score marks., This answer leant itself to a tabular format., Candidates are reminded to ensure they document the facts in the correct column i.e. obesity facts in the obesity column., The cardiovascular changes associated with term pregnancy are well described in various texts., Those associated with morbid obesity required some integration from various sources and would include a structured series of comments such as heart rate (unchanged), blood pressure (tendency for hypertension), stoke volume (increased), cardiac output (increased), blood volume (increased – although perhaps decreased on a ml/kg basis), systolic function (preserved or increased), LV wall thickness increased.",The pathological changes seen with the diseases associated with obesity are difficult to tease out,,,,PEX,,SAQ/CICM SAQ/C.P.15.B.SAQ/CP15B08.md
CP15A22,SAQ,CICM,2015,A,22,Compare and contrast dexmedetomidine and ketamine,50,"The better answers were in a table format., Noting dexmedetomidine is metabolised to inactive metabolites and ketamine is metabolised to norketamine gained marks, specific pathways were not required., When comparing two drugs it would be useful to note that though they both provide sedation with analgesia they are used in different circumstances.",,"The pharmacokinetic information required was not detailed but only minimal marks can be awarded for ‘administered IV with 100% bioavailability, liver metabolism and renal excretion’ which was a common answer., The pharmacodynamic effects often omitted the cardiovascular and respiratory effects of ketamine (particularly bronchodilation).",,,,PEX,,SAQ/CICM SAQ/C.P.15.A.SAQ/CP15A22.md
CP23A11,SAQ,CICM,2023,A,11,(a) Outline the Vaughan Williams classification of anti-arhythmic drugs with examples (30% of Marks). (b) Describe the relevant pharmacology of adenosine (70% of Marks),67,,"VW classification, with correct information regarding each class with examples., Pharmacology of adenosine",The pharmacology of adenosine was less consistently covered and whilst most kept to the usual pharmacology structure correct detail was often lacking to achieve high marks for this section.,,,,PEX,,SAQ/CICM SAQ/C.P.23.A.SAQ/CP23A11.md
CP14A02,SAQ,CICM,2014,A,2,"Classify calcium channel blockers, and give an example for each classification. (30% of marks) Describe the pharmacology of verapamil. (70% of marks)",61,Most candidates managed to provide a classification of calcium anatagonists.,"The structure for answering a pharmacology question was often poor and there was commonly a lack of precision in pharmacokinetics. We suggest that candidates look at a general pharmacokinetic structure when answering these questions. One approach would be a structure that covers drug name and description, pharmaceutics (chemistry/ ampoule contents), Pharmacokinetics, Pharmacodynamics (Think CNS/CVS/Resp/GIT etc. if relevant), Dose and Side effects then Indications and Contraindications can help organize the information.",The pharmacology of verapamil was less well understood.,,,,PEX,,SAQ/CICM SAQ/C.P.14.A.SAQ/CP14A02.md
CP19B01,SAQ,CICM,2019,B,1,Describe the physiological consequences of the oral ingestion of 1 litre of water in a young adult.,28,Many candidates accurately described the small drop in plasma osmolarity that is sufficient to trigger osmoreceptors with better answers providing details of the locations and mechanisms involved.,"It was expected candidates would provide details the consequences of water ingestion from its rapid absorption in the small intestine to the resultant impact on plasma osmolarity and the minimal impact of plasma volume of this volume., Some detail on the mechanisms of absorption (transcellular vs osmosis) was expected and the distribution of water across body fluid spaces.","The physiological consequences of inhibition of ADH, including the renal effects of decreased water permeability in distal renal tubules and collecting ducts., The volume load after distribution would be lower than the plasma volume triggers for the circulatory reflex responses.",,,,PEX,,SAQ/CICM SAQ/C.P.19.B.SAQ/CP19B01.md
CP10B06,SAQ,CICM,2010,B,6,Outline the physiological consequences of a tension pneumothorax. (60% of marks) Describe the anatomy relevant to the insertion of an intercostal catheter. (40% of marks),60,"The British Thoracic Society’s ‘safe triangle’ in the axilla and the anatomical boundaries of this were correctly described by very few candidates., No candidate described an anterior approach through the mid clavicular line, although anatomical details of this approach would have been acceptable.","Good answers described why tension pneumothorax causes hypoxaemia and hypotension., The cardiovascular mechanism for hypotension and the effect on pulmonary compliance, pulmonary vascular resistance, lung volumes, work of breathing, shunt fraction and carbon dioxide elimination should all have been described., Most candidates were able to detail the anatomical layers that the catheter had to traverse in order to gain access to the pleural space, and most explained why the catheter should enter the pleural space just above the rib.","The physiological consequences of tension pneumothorax were in general poorly described., Purely mentioning clinical features (eg distended neck veins) without an associated physiological explanation was not sufficient., Many candidates used valuable time making comments about tension pneumothorax being a medical emergency requiring prompt assessment and treatment. These comments attracted no marks, as they were not sought in the question asked., Often the clinical need for insertion of a needle/cannula for decompression was mentioned, but again this attracted no marks., However, few accurately described where access to the pleural space should be sought and even fewer could explain why.",,"[[B1c 1]], [[B1b 2d]]","Nunn’s respiratory physiology 4th Ed P423, Ganong Review of Medical Physiology 22nd Ed P688",PEX,"[[B1c 1|B1c 1]], [[B1b 2d|B1b 2d]]",SAQ/CICM SAQ/C.P.10.B.SAQ/CP10B06.md
CP16A02,SAQ,CICM,2016,A,2,Describe the respiratory and cardiovascular effects of applying 10 cm of PEEP (positive end-expiratory pressure) to a healthy mechanically ventilated adult.,29,This topic has been asked previously.,"It was expected candidates could detail the impact of PEEP on a variety of respiratory parameters such as lung volume, dead space, arterial pO2 and intrapleural pressure., The cardiovascular consequences are well described including the effect on cardiac output, blood pressure and oxygen delivery.",The physiological impact of lower levels PEEP in a young healthy person is different to that often seen in the critically ill and this was not appreciated by most candidates.,,,,PEX,,SAQ/CICM SAQ/C.P.16.A.SAQ/CP16A02.md
CP14B18,SAQ,CICM,2014,B,18,Explain the similarities and differences between myoglobin and adult haemoglobin (60% of marks) and their physiologic relevance (40% of marks).,23,Comments on the synthesis and degradation gained additional marks but were a common omission.,,The physiological relevance was poorly explained.,,,,PEX,,SAQ/CICM SAQ/C.P.14.B.SAQ/CP14B18.md
CP14B01,SAQ,CICM,2014,B,1,Classify commonly used inotropic agents. (40% of marks) Outline four different mechanisms of action for inotropic agents. (60% of marks),65,,,The poorer answers suffered for want of a useful classification system that enabled them to separate the various drug classes.,,,,PEX,,SAQ/CICM SAQ/C.P.14.B.SAQ/CP14B01.md
CP19B12,SAQ,CICM,2019,B,12,Define pain. Outline the processes by which pain is detected in response to a peripheral noxious stimulus.,33,,"Starting with the WHO definition of pain, followed by a brief description of the nature of noxious stimuli (thermal, mechanical, chemical) then proceeding to mention the nature of the cutaneous receptors would have been a very good start to this question., Following this, a description of the various substances involved in pain (K, prostaglandins, bradykinin, serotonin, substance P) and outlining the types of nerve fibres involved in pain transmission and how they synapse in the spinal cord and cortex was expected.",The presence and nature of the descending inhibitory pathways was mentioned by very few.,,,,PEX,,SAQ/CICM SAQ/C.P.19.B.SAQ/CP19B12.md
AP13A05,SAQ,ANZCA,2013,A,5,Discuss the concept of volume of distribution. How may it be used in the calculation of a loading dose? What assumptions are made in this calculation?,35,"Extra marks were also allocated for clear explanations about why it is called the apparent volume of distribution and how the calculated volumes can greatly exceed the physical volumes in the body., Descriptions about single versus multi-compartment modelling also scored marks., Further marks were also obtained for describing drug, physiological, and pathological factors that affected a drug’s Vd., Extra marks were given for providing relevant examples of drugs., Bonus marks were awarded for using relevant drug examples., Bonus marks were also awarded for discussion about using other variants of Vd in the calculation, e.g. Vdpe, etc., as well as discussing assumptions about bioavailability and clearance.",Marks were allocated for a correct definition and a basic formula for calculating Vd.,"The primary assumption is that the calculation is based on a single compartment model or the Vd at steady state., Depending on the drug’s distribution, this can sometimes lead to very high initial peak plasma levels with the potential for toxicity.",,,,PEX,,SAQ/ANZCA SAQ/A.P.13.A.SAQ/AP13A05.md
CP08B03,SAQ,CICM,2008,B,3,"Compare and contrast the body’s bicarbonate, phosphate and protein buffer systems.",60,"For a good answer it was expected that candidates also mention that, except for the red blood cells, the slowness with which H+ and HCO3- move through the cell membranes often delays for several hours the maximum ability of the intracellular proteins to buffer extracellular acid-base abnormalities., In addition to the high concentration of proteins in the cells, another factor that contributes to their buffering power is the fact that the pKas of many of these protein systems are fairly close to 7.4.","For a good pass candidates were expected to include a definition of a buffer; mention the buffering capabilities of the differing buffering systems (bicarbonate, phosphate and protein buffers) in relation to the pKa; the area in the body where they are most effective and whether it was an open or closed system.","The protein buffer system was the least well conveyed by candidates, despite approximately 60 to 70 per cent of the total chemical buffering of the body fluids being inside the cells, and most of this from the intracellular proteins.",,,Guyton Chp 30,PEX,,SAQ/CICM SAQ/C.P.08.B.SAQ/CP08B03.md
AP01B11,SAQ,ANZCA,2001,B,11,Describe the required pharmacological characteristics of local anaesthetic formulations intended for topical use.,41,"Additional marks were awarded for explanation of the relevance of the above characteristics, eg buffering of formulation to ensure low ionisation thus further enhancing intrinsic lipid solubility or why vasoconstriction, despite the limits it places on systemic uptake, may be undesirable if venous cannulation is planned. Mention of other characteristics (eg ease and economy of production, preservatives, protein binding and common side effects) could also gain additional marks.","It was expected that there would be a description of the characteristics of the formulations applied at the different sites where topical local anaesthesia is used. The main points expected for a pass were concerned with characteristics common to all topical anaesthetics including those incorporated in Fick’s law of diffusion. However there should have been mention of various possible sites of application (eg skin and mucous membranes) in order to illustrate the differing relative importance of characteristics which could subsequently have been divided into pharmaceutical, pharmacokinetic and pharmacodynamic properties. Pharmaceutical Presentation, (eg aerosol, solution, gel, cream, lozenges), stability during storage, concentration of active component, possible “additives” including those required to optimise kinetics (eg pH adjustment and/or vasoconstrictors), lack of local toxicity. Pharmacokinetic Molecular weight, pKa and intrinsic lipid solubility, rapid onset, appropriate duration, high systemic clearance, no active or toxic metabolites. Pharmacodynamic Effective block of nerve transmission, relevance of intrinsic vasoconstrictor activity, high therapeutic ratio.","The question did not relate only to cutaneous application and EMLA. Unnecessary detail about this formulation, to the exclusion of other information, was the most common reason not to gain marks. Similarly extensive discussion of non-pharmacological topics such as the thickness of the cutaneous barrier or area of application did not gain marks unless in relation to kinetics or dynamics (eg onset times and systemic toxicity). Occasional confusion seemed to exist between potency and concentration. The former is a comparison of the mass of one drug, compared to another, to bring about an effect. In this context potency is of little importance so long as the concentration of the formulation is far enough above the effective concentration to ensure a high concentration gradient. Despite the fundamental nature of the relationship between pH, pKa, ionisation and transmembrane passage of molecules, some candidates still appear not to understand this topic.",,,,PEX,,SAQ/ANZCA SAQ/A.P.01.B.SAQ/AP01B11.md
AP23A05,SAQ,ANZCA,2023,A,5,"Classify drugs which can be used to treat bronchospasm during a general anaesthetic. For each, give example(s) and briefly outline the mechanism of action and side effects.",64,"More detail (e.g. additional drug classes, more detailed mechanisms, or more side effects).","Classification of drugs used to treat bronchospasm, with examples. At least four drug classes were expected., Mechanisms of action., Side effects.","The question specifically asked for drugs which could be used during a general anaesthetic. Therefore, oral medications and ‘preventer’ inhalers scored no marks., A nebuliser is not suitable for use with a circle breathing system. It will dilute the inhaled volatile concentration, and cause erroneous volume and flow measurements. This is different from an ICU ventilator., Steroids were frequently omitted., Some candidates described the use of muscle relaxants to treat bronchospasm. Whilst these may improve IPPV by paralysing the diaphragm and abdominal muscles, they do not have any effect on smooth muscle., A small number of candidates included the management of laryngospasm., Salbutamol or adrenaline were described as antagonists, or acting via Gi/Gq GPCR.",,,,PEX,,SAQ/ANZCA SAQ/A.P.23.A.SAQ/AP23A05.md
AP13A15,SAQ,ANZCA,2013,A,15,Explain how oxygen supply of organs is maintained during isovolaemic haemodilution.,33,"Good answers included local autoregulation responses (vasodilation, shift of oxygen dissociation curve to encourage offloading of oxygen) and systemic responses, activation of the sympathetic nervous system at critical levels of anaemia., Only one or two candidates mentioned some form of time frame for responses.","A good answer included normal values for haemoglobin and oxygen content for arterial and venous blood, with a discussion on oxygen flux, the flux equation, the reserve of most tissues with low extraction ratios and demonstrated those that had a high extraction ratio had less tolerance for anaemia, e.g. the heart in exercise., The answer required an explanation of viscosity of blood and flow dynamics through blood vessels recognizing that decreased viscosity decreased resistance and encouraged flow through vessels and back to the heart, increasing venous return will increase cardiac output to aid oxygen flux.","The question specifically stated isovolaemia so that no points were scored for explanations of responses to hypovolaemic shock., A discussion of predilution of blood for surgery was not required in this question, and similarly scored no marks.",,,,PEX,,SAQ/ANZCA SAQ/A.P.13.A.SAQ/AP13A15.md
AP07A03,SAQ,ANZCA,2007,A,3,Discuss factors contributing to inter-individual variability in the therapeutic response to opioid analgesic medications.,69,"Credit was given to candidates who outlined the potential impact of liver or renal disease with specific examples., Discussion of genetic influences on enzymes and receptors was expected and was well covered by most candidates., Discussion of tolerance, prior drug exposures and previous pain experiences in influencing individual responses attracted extra marks.","A structured approach was expected dividing the issues along pharmacokinetic / pharmacodynamic lines., A patient factors approach or other structure was also acceptable., The discussion was expected to relate the underlying factors to opioid analgesics., Candidates were expected to outline that variability can be seen in areas of absorption, distribution, metabolism and elimination of these agents., The discussion would also include the impact of factors such as age, pregnancy, coexisting medical disease or concurrent medication use.",The question was specifically related to inter- individual variability and a simple discussion of mechanisms of action or side effect profiles for varying opioid agents scored no additional marks.,,,,PEX,,SAQ/ANZCA SAQ/A.P.07.A.SAQ/AP07A03.md
